,molecule_chembl_id,canonical_smiles
722,CHEMBL3402306,c1ccc(CN2CCC(NCCCCCCCCn3ccc4ccccc43)CC2)cc1
723,CHEMBL3402308,Fc1ccccc1CN1CCC(NCCCCCCCCn2ccc3ccccc32)CC1
724,CHEMBL3415557,O=C1c2ccccc2C(=O)N1CCCCNCc1ccccc1
725,CHEMBL3415558,O=C1c2ccccc2C(=O)N1CCCCCNCc1ccccc1
726,CHEMBL3415559,O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccccc1
727,CHEMBL3415560,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccccc1
728,CHEMBL3415561,O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1ccccc1
729,CHEMBL3415563,O=C1c2ccccc2C(=O)N1CCCCCNCc1ccccc1F
730,CHEMBL3415564,O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccccc1F
731,CHEMBL3415565,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccccc1F
732,CHEMBL3415568,O=C1c2ccccc2C(=O)N1CCCCCNCc1ccc(F)cc1
733,CHEMBL3415570,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccc(F)cc1
734,CHEMBL3415573,O=C1c2ccccc2C(=O)N1CCCCCNCc1ccc(F)cc1F
735,CHEMBL3415574,O=C1c2ccccc2C(=O)N1CCCCCCNCc1ccc(F)cc1F
736,CHEMBL3415575,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1ccc(F)cc1F
737,CHEMBL3415578,O=C1c2ccccc2C(=O)N1CCCCCNCc1cccc(Cl)c1
738,CHEMBL3415579,O=C1c2ccccc2C(=O)N1CCCCCCNCc1cccc(Cl)c1
739,CHEMBL3415580,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1cccc(Cl)c1
740,CHEMBL3577505,CCN(CCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
741,CHEMBL3577508,COc1cc2oc(-c3ccc(OCCCCN(C)Cc4ccccc4)cc3)cc(=O)c2c(OC)c1OC
742,CHEMBL3577509,CCN(CCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1
743,CHEMBL3577510,COc1ccccc1CN(C)CCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1
744,CHEMBL3577511,CCN(CCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
745,CHEMBL3577517,CCN(CCCCCCOc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
746,CHEMBL3577520,CCN(CCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
747,CHEMBL3577522,CCN(CCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
748,CHEMBL3577524,CCN(CCCCCCOc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC
749,CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
750,CHEMBL3582126,C[C@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O
751,CHEMBL3582127,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCCO)c21)CCC3=O
752,CHEMBL3582128,C[C@]1(O)c2ccc3c(c2C(=O)c2occ(CCO)c21)CCC3=O
753,CHEMBL3582129,C[C@@]1(O)c2ccc3c(c2C(=O)c2occ([C@@H](O)CCO)c21)CCC3=O
754,CHEMBL3582130,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)[C@@H](O)C[C@@H]2O)CCC4=O
755,CHEMBL3582131,C[C@]12C[C@H](O)C3=C(C(=O)c4occ5c4[C@]3(C)CC[C@@H]5O)[C@@H]1CCC2=O
756,CHEMBL3582132,C[C@]12C[C@H](O)C3=C(C(=O)c4occ5c4[C@]3(C)CCC5=O)[C@@H]1CCC2=O
757,CHEMBL3582133,C[C@]12CC[C@H](O)c3coc(c31)C(=O)C1=C2C[C@@H](O)[C@]2(C)C(=O)CC[C@@H]12
758,CHEMBL3585374,Cc1ccc2[nH]c3c(c2c1)CN(CCCCCCN1CCc2[nH]c4ccc(C)cc4c2C1)CC3
759,CHEMBL3585375,Cc1ccc2[nH]c3c(c2c1)CN(CCCCCCCN1CCc2[nH]c4ccc(C)cc4c2C1)CC3
760,CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
761,CHEMBL81782,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-]
762,CHEMBL3593278,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.[I-]
763,CHEMBL3593279,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(Oc3no[n+]([O-])c3-c3ccccc3)cc21.[I-]
764,CHEMBL3593281,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(Oc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc21.[I-]
765,CHEMBL3593282,CCCOc1ccc2c(c1)N(CC)/C(=C/C=C/c1sc3ccccc3[n+]1CC)S2.[I-]
766,CHEMBL3593657,O=C(NCC1CCCN(C2Cc3ccccc3C2)C1)c1cc([N+](=O)[O-])c2cccnc2c1O
767,CHEMBL3593656,O=C(NCC1CCCN(c2nc3ccccc3o2)C1)c1cc([N+](=O)[O-])c2cccnc2c1O
768,CHEMBL3593655,O=C(NCC1CCCN(c2nc3ccccc3s2)C1)c1cc([N+](=O)[O-])c2cccnc2c1O
769,CHEMBL3593654,O=C(NCC1CCCN(Cc2nc3ccccc3s2)C1)c1cc([N+](=O)[O-])c2cccnc2c1O
770,CHEMBL3593653,COCCN(CC1CCN(Cc2nc3ccccc3o2)CC1)C(=O)c1cc([N+](=O)[O-])c2cccnc2c1O
772,CHEMBL3593658,COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1cc([N+](=O)[O-])c2cccnc2c1O
773,CHEMBL3612619,Brc1ccc(/C=C/CSSC/C=C/c2ccc(Br)cc2)cc1
774,CHEMBL3612618,Brc1cccc(/C=C/CSSC/C=C/c2cccc(Br)c2)c1
776,CHEMBL3612616,Fc1cccc(F)c1/C=C/CSSC/C=C/c1c(F)cccc1F
778,CHEMBL3612614,Clc1cccc(/C=C/CSSC/C=C/c2cccc(Cl)c2)c1
780,CHEMBL3612612,Fc1ccccc1/C=C/CSSC/C=C/c1ccccc1F
781,CHEMBL3612620,Oc1ccc(/C=C/CSSC/C=C/c2ccc(O)cc2)cc1
782,CHEMBL365207,COc1ccc(/C=C/CSSC/C=C/c2ccc(OC)cc2)cc1
783,CHEMBL3612621,COc1ccc(/C=C/CSSC/C=C/c2ccc(OC)c(OC)c2)cc1OC
784,CHEMBL3612815,COc1cc(/C=C/CSSC/C=C/c2ccc(O)c(OC)c2)ccc1O
785,CHEMBL3612816,O=C(/C=C/c1ccc(F)cc1)SSC(=O)/C=C/c1ccc(F)cc1
786,CHEMBL3612817,O=C(/C=C/c1ccc(Cl)cc1)SSC(=O)/C=C/c1ccc(Cl)cc1
787,CHEMBL3612818,O=C(/C=C/c1cccc(Br)c1)SSC(=O)/C=C/c1cccc(Br)c1
788,CHEMBL3612819,O=C(/C=C/c1ccc(Br)cc1)SSC(=O)/C=C/c1ccc(Br)cc1
789,CHEMBL3612820,O=C(/C=C/c1ccc(O)cc1)SSC(=O)/C=C/c1ccc(O)cc1
790,CHEMBL3612821,COc1ccc(/C=C/C(=O)SSC(=O)/C=C/c2ccc(OC)cc2)cc1
791,CHEMBL3612822,COc1ccc(/C=C/C(=O)SSC(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC
792,CHEMBL3612823,COc1cc(/C=C/C(=O)SSC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
793,CHEMBL3612824,COc1ccc(/C=C/C(=O)SSC(=O)/C=C/c2ccc(OC)cc2OC)c(OC)c1
794,CHEMBL3622260,CC(C)c1c(Cc2ccc(O)c(O)c2)cc2c(c1[N+](=O)[O-])CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNCc1ccc(O)c(O)c1
795,CHEMBL3622259,CC(C)c1c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc2c(c1NC(=O)/C=C/c1ccc(O)c(O)c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=O)/C=C/c1ccc(O)c(O)c1
796,CHEMBL3622258,CC(C)c1c(NC(=O)/C=C/c2ccc(O)c(O)c2)cc2c(c1[N+](=O)[O-])CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=O)/C=C/c1ccc(O)c(O)c1
797,CHEMBL3622257,CC(C)c1c(N)cc2c(c1[N+](=O)[O-])CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=O)c1ccc(O)c(O)c1
798,CHEMBL3622245,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C/N=C\c1ccc(O)cc1O
799,CHEMBL3622244,CC(=O)Oc1cc(/C=N\C[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc(OC(C)=O)c1OC(C)=O
800,CHEMBL3622243,CC(=O)Oc1cc(C(=O)NC[C@]2(C)CCC[C@]3(C)c4ccc(C(C)C)cc4CC[C@H]32)cc(OC(C)=O)c1OC(C)=O
801,CHEMBL3622242,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=O)c1cc(O)c(O)c(O)c1
802,CHEMBL3633474,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1ccccc1)C2
803,CHEMBL3633475,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1ccc(C)cc1)C2
804,CHEMBL3633476,CCc1ccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)cc1
805,CHEMBL3633477,COc1ccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)cc1
808,CHEMBL3633480,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1ccc(Cl)cc1)C2
810,CHEMBL3633482,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1cccc(C)c1)C2
811,CHEMBL3633483,CCc1cccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)c1
812,CHEMBL3633484,COc1cccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)c1
813,CHEMBL3633485,CCOc1cccc(NC(=O)C2Cc3cc(OC)c(OC)cc3C2=O)c1
814,CHEMBL3633486,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1cccc(F)c1)C2
815,CHEMBL3633487,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1cccc(Cl)c1)C2
816,CHEMBL3633488,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1cccc(Br)c1)C2
818,CHEMBL3633490,CCc1ccccc1NC(=O)C1Cc2cc(OC)c(OC)cc2C1=O
819,CHEMBL3633491,COc1ccccc1NC(=O)C1Cc2cc(OC)c(OC)cc2C1=O
820,CHEMBL3633492,CCOc1ccccc1NC(=O)C1Cc2cc(OC)c(OC)cc2C1=O
821,CHEMBL3633493,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1ccccc1F)C2
823,CHEMBL3633495,COc1cc2c(cc1OC)C(=O)C(C(=O)Nc1ccccc1Br)C2
824,CHEMBL3736120,Oc1ccc2oc(-c3ccc(O)c4ncccc34)cc2c1
826,CHEMBL3735005,Oc1ccc(-c2cc3cccc(O)c3o2)c2cccnc12
827,CHEMBL3736076,Oc1ccc(-c2cc3ccccc3o2)c2cccnc12
828,CHEMBL3735557,Oc1cc(O)c2cc(-c3ccc(O)c4ncccc34)oc2c1
829,CHEMBL3736439,Cc1c(-c2ccc(O)c3ncccc23)oc2ccc(O)cc12
830,CHEMBL3735115,Oc1ccc(-c2cc3cc(I)cc(I)c3o2)c2cccnc12
831,CHEMBL3734795,Oc1ccc2cc(-c3ccc4cccc(O)c4n3)oc2c1
833,CHEMBL3736059,Oc1c(Cl)cc(-c2cc3ccccc3o2)c2cccnc12
835,CHEMBL3735104,Oc1ccc2cc(-c3cc(Cl)c(O)c4ncccc34)oc2c1
836,CHEMBL3736201,Oc1ccc2oc(-c3cc(Cl)c(O)c4ncccc34)cc2c1
837,CHEMBL3735108,Cc1c(-c2cc(Cl)c(O)c3ncccc23)oc2ccc(O)cc12
838,CHEMBL3735548,Oc1ccc2cc(-c3cc(I)c(O)c4ncccc34)oc2c1
839,CHEMBL3734974,Oc1ccc2oc(-c3cc(I)c(O)c4ncccc34)cc2c1
840,CHEMBL3735540,Oc1cc(O)c2cc(-c3cc(I)c(O)c4ncccc34)oc2c1
842,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
843,CHEMBL3740785,C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1C=CC(C)(C)O2
844,CHEMBL3739748,C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6OC=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C
845,CHEMBL3741300,C[C@H]1CN2C[C@]34C[C@@]5(C(=O)Nc6c5ccc5c6C=CC(C)(C)O5)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4C
846,CHEMBL3740688,CN1C(=O)[C@@]23CCC(=O)N2C[C@@]12C[C@@]1(C(=O)Nc4c1ccc1c4C=CC(C)(C)O1)C(C)(C)[C@@H]2C3
847,CHEMBL290916,CC1=NN(c2ccccc2)C(=O)C1
848,CHEMBL1880288,CC1=NN(c2ccccc2C)C(=O)C1
849,CHEMBL3742311,CC1=NN(c2cccc(C)c2)C(=O)C1
850,CHEMBL3740157,CC1=NN(c2ccc(C)cc2)C(=O)C1
851,CHEMBL3739456,CC1=NN(c2ccc3ccccc3c2)C(=O)C1
852,CHEMBL3740761,CCc1ccccc1N1N=C(C)CC1=O
853,CHEMBL3740979,CC1=NN(c2cc(C)ccc2C)C(=O)C1
854,CHEMBL3742186,CC1=NN(c2cc(F)ccc2C)C(=O)C1
856,CHEMBL3740346,CC1=NN(c2ccc(C(F)(F)F)cc2)C(=O)C1
857,CHEMBL3739947,COc1cc(F)cc(N2N=C(C)CC2=O)c1
858,CHEMBL3740705,COc1cccc(N2N=C(C)CC2=O)c1
859,CHEMBL3739861,CC1=NN(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(=O)C1
861,CHEMBL3741643,CC1=NN(c2ccc(-n3cccc3)cc2)C(=O)C1
862,CHEMBL3741680,CC1=NN(c2cccc(COCc3ccccc3)c2)C(=O)C1
863,CHEMBL3740667,CC1=NN(c2cccnc2)C(=O)C1
865,CHEMBL3741909,CC1=NN(c2ccc(-c3ccccc3)cc2)C(=O)C1
866,CHEMBL3741268,COc1ccc(-c2ccc(N3N=C(C)CC3=O)cc2)cc1
867,CHEMBL3742091,CC1=NN(c2ccc(-c3cccnc3)cc2)C(=O)C1
868,CHEMBL3741747,CC1=NN(c2ccc(-n3c(-c4ccccc4)cc4ccccc43)cc2)C(=O)C1
869,CHEMBL3752555,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1
870,CHEMBL3752451,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2o1
871,CHEMBL3753706,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCCC2)c1cc2ccccc2o1
872,CHEMBL3753508,COc1cccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12
874,CHEMBL3752119,COc1cccc2cc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCCC4)oc12
875,CHEMBL3754291,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1
876,CHEMBL3751866,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2ccccc2o1
877,CHEMBL3754480,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCCCC2)c1cc2ccccc2o1
878,CHEMBL3754739,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12
880,CHEMBL3754146,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)oc12
881,CHEMBL3751941,c1ccc2oc(CNCCCCCCNc3c4c(nc5ccccc35)CCC4)cc2c1
882,CHEMBL3752356,COc1cccc2cc(CNCCCCCCNc3c4c(nc5ccccc35)CCC4)oc12
883,CHEMBL3752969,COc1cccc2cc(CNCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12
884,CHEMBL3752543,c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCC4)cc2c1
885,CHEMBL3752467,c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1
886,CHEMBL3753405,COc1cccc2cc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)oc12
887,CHEMBL3754341,c1ccc2oc(CN(CCCCCCNc3c4c(nc5ccccc35)CCC4)Cc3cc4ccccc4o3)cc2c1
888,CHEMBL3754694,COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCC4)Cc3cc4cccc(OC)c4o3)oc12
890,CHEMBL3754778,COc1cccc2cc(CN(CCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4cccc(OC)c4o3)oc12
891,CHEMBL3752384,c1ccc2oc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCC4)Cc3cc4ccccc4o3)cc2c1
893,CHEMBL3754672,c1ccc2oc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4ccccc4o3)cc2c1
894,CHEMBL3754005,COc1cccc2cc(CN(CCCCCCCNc3c4c(nc5ccccc35)CCCCC4)Cc3cc4cccc(OC)c4o3)oc12
895,CHEMBL3752685,Cl.Cl.c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
896,CHEMBL3771349,O=C(/C=C/c1ccc2c(c1)OCO2)NCCNc1c2c(nc3ccccc13)CCCC2
897,CHEMBL3770451,O=C(/C=C/c1ccc2c(c1)OCO2)NCCCNc1c2c(nc3ccccc13)CCCC2
898,CHEMBL3769659,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)NCCCNc1c2c(nc3ccccc13)CCCC2
899,CHEMBL3770818,COc1ccc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)cc1OC
900,CHEMBL3770635,COc1ccc(/C=C/C(=O)NCCCNc2c3c(nc4ccccc24)CCCC3)cc1OC
901,CHEMBL828,c1ccc2c(c1)Nc1ccccc1S2
902,CHEMBL1411769,Clc1ccc2c(c1)Nc1ccccc1S2
903,CHEMBL3770071,COc1ccc(C(=O)N2c3ccccc3Sc3ccc(Cl)cc32)cc1OC
904,CHEMBL3769834,c1ccc2c(c1)Nc1ccccc1[Se]2
905,CHEMBL3770978,COc1ccc(C(=O)N2c3ccccc3[Se]c3ccccc32)cc1OC
906,CHEMBL3769862,Clc1ccc2c(c1)Nc1ccccc1[Se]2
907,CHEMBL3769555,COc1ccc(C(=O)N2c3ccccc3[Se]c3ccc(Cl)cc32)cc1OC
908,CHEMBL410263,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+]
909,CHEMBL3775929,COc1cc([C@@H]2[C@@H]([N+](=O)[O-])[C@H](c3ccccc3Cl)CC(=O)N2Cc2ccccc2)ccc1O
910,CHEMBL3775928,COc1cc(OC)cc([C@@H]2CC(=O)N(Cc3ccc(OC)c(OC)c3)[C@H](c3ccc(O)cc3)[C@H]2[N+](=O)[O-])c1
911,CHEMBL3775246,COc1cccc(CN2C(=O)C[C@@H](c3cc(OC)cc(OC)c3)[C@H]([N+](=O)[O-])[C@H]2c2ccc(O)cc2)c1
912,CHEMBL3774795,COc1cc(OC)cc([C@@H]2CC(=O)N(Cc3ccccc3)[C@H](c3ccc(O)cc3)[C@H]2[N+](=O)[O-])c1
914,CHEMBL3775695,COc1ccc(CN2C(=O)C[C@@H](c3ccc(C)cc3)[C@H]([N+](=O)[O-])[C@H]2c2ccc(O)cc2)cc1
917,CHEMBL3774789,COc1cccc(CN2C(=O)C[C@@H](c3ccccc3Cl)[C@H]([N+](=O)[O-])[C@H]2c2ccc(O)cc2)c1
918,CHEMBL3775359,COc1ccc(CN2C(=O)C[C@@H](c3ccccc3Cl)[C@H]([N+](=O)[O-])[C@H]2c2ccc(O)cc2)cc1
920,CHEMBL3775010,O=C1C[C@@H](c2ccccc2Cl)[C@H]([N+](=O)[O-])[C@@H](c2ccc(O)cc2)N1Cc1ccccc1
922,CHEMBL3775381,COc1cccc(CN2C(=O)C[C@@H](c3ccccc3)[C@H]([N+](=O)[O-])[C@H]2c2ccc(O)cc2)c1
924,CHEMBL3774627,Cc1ccc(CN2C(=O)C[C@@H](c3ccccc3)[C@H]([N+](=O)[O-])[C@H]2c2ccc(O)cc2)cc1
925,CHEMBL3775629,O=C1C[C@@H](c2ccccc2)[C@H]([N+](=O)[O-])[C@@H](c2ccc(O)cc2)N1Cc1ccc(F)cc1
927,CHEMBL3774597,COC(=O)c1ccc(CN2C(=O)C[C@@H](c3ccccc3Cl)[C@H]([N+](=O)[O-])[C@H]2c2ccc(O)cc2)cc1
928,CHEMBL3774711,COC(=O)c1ccc(CN2C(=O)C[C@@H](c3ccccc3)[C@H]([N+](=O)[O-])[C@H]2c2ccc(O)cc2)cc1
929,CHEMBL3775259,COc1cc(OC)cc([C@@H]2CC(=O)N(Cc3cccnc3)[C@H](c3ccc(O)cc3)[C@H]2[N+](=O)[O-])c1
932,CHEMBL3781564,C[N+](C)(C)CCOC(=O)c1ccc(Oc2nc(Oc3ccc(C(=O)OCC[N+](C)(C)C)cc3)nc(Oc3ccc(C(=O)OCC[N+](C)(C)C)cc3)n2)cc1
933,CHEMBL3780448,CC(COC(=O)c1ccc(Oc2nc(Oc3ccc(C(=O)OCC(C)N(C)C)cc3)nc(Oc3ccc(C(=O)OCC(C)N(C)C)cc3)n2)cc1)N(C)C
934,CHEMBL3780131,COc1nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)nc(Oc2ccc(C(=O)OCC(C)N(C)C)cc2)n1
936,CHEMBL3781135,CC(C)CCNC(=O)c1cc(Cc2ccccc2)cc(Oc2ccccc2)n1
937,CHEMBL3786642,COc1cc(/C=C/c2ccc(OCC(=O)NCCN(C)Cc3ccccc3)cc2)cc(OC)c1
938,CHEMBL3786194,CCN(CCNC(=O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1
939,CHEMBL3786004,COc1cc(/C=C/c2ccc(OCC(=O)NCCN(C)Cc3ccccc3OC)cc2)cc(OC)c1
940,CHEMBL3785365,CCN(CCNC(=O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC
941,CHEMBL3785337,COc1cc(/C=C/c2ccc(OCC(=O)NCCCN(C)Cc3ccccc3)cc2)cc(OC)c1
942,CHEMBL3787450,CCN(CCCNC(=O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1
943,CHEMBL3786423,COc1cc(/C=C/c2ccc(OCC(=O)NCCCN(C)Cc3ccccc3OC)cc2)cc(OC)c1
944,CHEMBL3786817,CCN(CCCNC(=O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC
945,CHEMBL3786615,COc1cc(/C=C/c2ccc(OCC(=O)NCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1
946,CHEMBL3785308,CCN(CCCCNC(=O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1
947,CHEMBL3787251,COc1cc(/C=C/c2ccc(OCC(=O)NCCCCN(C)Cc3ccccc3OC)cc2)cc(OC)c1
948,CHEMBL3786787,CCN(CCCCNC(=O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC
949,CHEMBL3787426,COc1cc(/C=C/c2ccc(OCC(=O)NCCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1
950,CHEMBL3786464,CCN(CCCCCCNC(=O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1
951,CHEMBL3786968,COc1cc(/C=C/c2ccc(OCC(=O)NCCCCCCN(C)Cc3ccccc3OC)cc2)cc(OC)c1
952,CHEMBL3785633,CCN(CCCCCCNC(=O)COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC
953,CHEMBL2288402,CN(C)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1
954,CHEMBL3786785,CCN(C)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1
955,CHEMBL3786747,CCN(CC)c1ccc(/C=C2\Oc3cc(O)cc(O)c3C2=O)cc1
956,CHEMBL3786282,O=C1/C(=C/c2ccc(N3CCCC3)cc2)Oc2cc(O)cc(O)c21
957,CHEMBL3263556,O=C1/C(=C/c2ccc(N3CCCCC3)cc2)Oc2cc(O)cc(O)c21
958,CHEMBL1814450,O=C1/C(=C/c2ccc(N3CCOCC3)cc2)Oc2cc(O)cc(O)c21
959,CHEMBL3787128,CN1CCN(c2ccc(/C=C3\Oc4cc(O)cc(O)c4C3=O)cc2)CC1
960,CHEMBL3786694,CN(C)c1ccccc1/C=C1\Oc2cc(O)cc(O)c2C1=O
961,CHEMBL3785406,COc1cc(O)c2c(c1)O/C(=C\c1ccc(N(C)C)cc1)C2=O
965,CHEMBL3787591,O=C1c2c(O)cc(O)cc2OC1Cc1ccc(N2CCOCC2)cc1
966,CHEMBL3785241,CN(C)c1ccc(/C=C2\Oc3cc(N(C)C)cc(O)c3C2=O)cc1
967,CHEMBL3786095,COc1cccc(/C=C2\CCC/C(=C\c3cccc(OC)c3Cl)C2=O)c1Cl
968,CHEMBL3786643,COc1ccc(/C=C2\CCC/C(=C\c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC
969,CHEMBL3785268,COc1cc(/C=C2\CCC/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=O)c(Br)c(OC)c1OC
971,CHEMBL3785504,COc1ccc(/C=C2\CC(C)C/C(=C\c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC
972,CHEMBL3786129,COc1cc(/C=C2\CC(C)C/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=O)c(Br)c(OC)c1OC
973,CHEMBL3787274,COc1cccc(/C=C2\CC(C(C)C)C/C(=C\c3cccc(OC)c3Cl)C2=O)c1Cl
974,CHEMBL3787250,COc1ccc(/C=C2\CC(C(C)C)C/C(=C\c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC
975,CHEMBL3785402,COc1cc(/C=C2\CC(C(C)C)C/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=O)c(Br)c(OC)c1OC
977,CHEMBL3787626,COc1ccc(/C=C2\CNC/C(=C\c3ccc(OC)c(OC)c3Cl)C2=O)c(Cl)c1OC
978,CHEMBL3786742,COc1cc(/C=C2\CNC/C(=C\c3cc(OC)c(OC)c(OC)c3Br)C2=O)c(Br)c(OC)c1OC
